-1-11-110-100 1
-1-11-1100-1-1 0
-1-11-1100-10 0
-1-11-11000-1 1
-1-110-1-1-1-1-1 0
-1-110-1-1-1-10 0
-1-110-1-1-10-1 0
-1-110-1-1-110 0
-1-110-1-10-1-1 0
-1-110-1-10-11 0
-1-110-1-110-1 4
-1-110-10-1-1-1 4
-1-110-10-1-11 0
-1-110-10-101 1
-1-110-10-11-1 4
-1-110-10-110 0
-1-110-100-11 0
-1-110-101-1-1 4
-1-110-101-10 4
-1-110-11-1-10 0
-1-110-11-10-1 1
-1-110-110-1-1 0
-1-110-110-10 0
-1-110-1100-1 0
-1-1100-1-1-1-1 5
-1-1100-1-1-11 5
-1-1100-10-11 5
-1-1100-1011 0
-1-1100-11-1-1 0
-1-11001-1-1-1 1
-1-1101-1-1-10 1
-1-1101-1-10-1 1
-1-1101-1-100 1
-1-11010-1-1-1 6
-1-11010-1-10 0
-1-11010-10-1 0
-1-11010-101 1
-1-110100-1-1 0
-1-1101001-1 0
-1-11010010 0
-1-111-1-1-100 0
-1-111-1-10-10 7
-1-111-1-100-1 8
-1-111-10-1-10 0
-1-111-10-10-1 0
-1-111-100-1-1 0
-1-111-100-10 0
-1-111-1000-1 1
-1-1110-1-1-10 0
-1-1110-1-100 0
-1-1110-10-1-1 0
-1-1110-10-10 0
-1-1110-100-1 1
-1-1110-1001 1
-1-1110-1010 0
-1-11100-1-1-1 0
-1-11100-1-10 0
-1-11100-10-1 1
-1-111000-1-1 0
-1-111010-10 7
-1-111100-10 0
-10-1-1-1-1-1-1-1 0
-10-1-1-1-1-1-11 2
-10-1-1-1-1-101 4
-10-1-1-1-1-11-1 0
-10-1-1-1-1-110 0
-10-1-1-1-10-11 2
-10-1-1-1-101-1 0
-10-1-1-1-11-1-1 0
-10-1-1-1-11-10 0
-10-1-1-1-110-1 4
-10-1-1-1-1101 0
-10-1-1-10-1-11 2
-10-1-1-10-11-1 0
-10-1-1-101-1-1 0
-10-1-1-1011-1 2
-10-1-1-10110 2
-10-1-1-11-1-1-1 2
-10-1-1-11-1-10 2
-10-1-1-11-10-1 2
-10-1-1-110-1-1 0
-10-1-1-110-11 2
-10-1-10-1-1-11 5
-10-1-10-1-11-1 0
-10-1-10-11-1-1 7
-10-1-10-111-1 3
-10-1-100-111 2
-10-1-10011-1 2
-10-1-101-1-1-1 8
-10-1-101-1-11 2
-10-1-101-11-1 0
-10-1-10101-1 2
-10-1-1011-1-1 0
-10-1-11-1-1-1-1 0
-10-1-11-1-1-10 0
-10-1-11-1-10-1 0
-10-1-11-1-101 5
-10-1-11-10-1-1 0
-10-1-11-10-11 0
-10-1-110-1-1-1 0
-10-1-110-1-11 0
-10-1-110-101 0
-10-1-110-11-1 0
-10-1-1101-1-1 2
-10-1-111-1-10 2
-10-1-111-100 2
-10-1-1110-1-1 3
-10-1-1110-10 2
-10-1-11100-1 3
-10-10-1-1-1-11 2
-10-10-1-1-11-1 0
-10-10-1-1-111 4
-10-10-1-11-1-1 4
-10-10-1-11-11 4
-10-10-1-111-1 4
-10-10-11-1-1-1 0
-10-10-11-11-1 0
-10-10-11-110 0
-10-10-1101-1 0
-10-10-111-1-1 2
-10-10-1110-1 0
-10-100-1-111 2
-10-100-11-11 5
-10-100-111-1 5
-10-1001-1-11 2
-10-1001-11-1 0
-10-10011-1-1 7
-10-10011-11 7
-10-100111-1 2
-10-101-1-1-1-1 0
-10-101-1-1-11 0
-10-101-1-101 0
-10-101-1-11-1 0
-10-101-10-11 0
-10-101-11-1-1 2
-10-101-11-10 0
-10-101-110-1 2
-10-1010-1-11 0
-10-10101-1-1 0
-10-1011-1-1-1 0
-10-11-1-1-1-1-1 0
-10-11-1-1-1-10 4
-10-11-1-1-10-1 4
-10-11-1-1-101 4
-10-11-1-10-1-1 2
-10-11-1-10-11 0
-10-11-1-1001 4
-10-11-1-101-1 0
-10-11-1-1010 2
-10-11-1-110-1 0
-10-11-10-1-1-1 2
-10-11-10-1-11 0
-10-11-1001-1 2
-10-11-11-10-1 2
-10-11-11-100 4
-10-11-110-1-1 4
-10-11-110-10 4
-10-11-1100-1 2
-10-11-11010 4
-10-110-1-1-1-1 5
-10-110-1-1-11 0
-10-110-1-11-1 0
-10-110-11-1-1 0
-10-1100-11-1 0
-10-1101-1-1-1 0
-10-1101-1-10 0
-10-11010-1-1 2
-10-1101010 2
-10-11011-10 0
-10-111-1-1-10 5
-10-111-1-10-1 8
-10-111-1-100 5
-10-111-10-1-1 5
-10-111-10-10 5
-10-111-100-1 5
-10-111-1001 0
-10-111-1010 2
-10-1110-1-1-1 0
-10-1110-1-10 2
-10-1110-10-1 0
-10-11100-1-1 2
-10-111001-1 0
-100-1-1-1-1-11 0
-100-1-1-1-11-1 0
-100-1-1-1-111 0
-100-1-1-11-1-1 0
-100-1-1-11-11 0
-100-1-1-1101 0
-100-1-1011-1 8
-100-1-11-1-1-1 0
-100-1-11-1-11 0
-100-1-11-101 0
-100-1-11-11-1 0
-100-1-110-11 0
-100-1-1101-1 0
-100-1-111-1-1 0
-100-1-111-10 0
-100-10-1-111 3
-100-10-111-1 0
-100-101-1-11 7
-100-101-111 0
-100-1011-11 0
-100-11-1-1-1-1 0
-100-11-1-1-11 0
-100-11-1-101 0
-100-11-1-11-1 0
-100-11-1-110 6
-100-11-10-11 0
-100-11-101-1 0
-100-11-11-1-1 0
-100-11-1101 0
-100-11-1110 0
-100-110-1-11 0
-100-110-11-1 8
-100-110-111 0
-100-11011-1 0
-100-111-1-1-1 0
-100-111-1-10 3
-100-111-10-1 0
-100-111-110 0
-100-1110-1-1 0
-100-11101-1 0
-100-1111-10 0
-100-111100 0
-1000-1-1-111 0
-1000-1-11-11 0
-1000-1-111-1 8
-1000-11-1-11 0
-1000-11-111 0
-1000-111-1-1 0
-1000011-11 7
-10000111-1 0
-10001-1-11-1 0
-10001-11-1-1 0
-10001-11-11 0
-10001-111-1 0
-10001-1110 5
-100011-110 0
-10001101-1 0
-1000111-1-1 0
-100011110 0
-1001-1-1-1-1-1 0
-1001-1-1-1-11 0
-1001-1-1-11-1 0
-1001-10-1-11 0
-1001-10011 4
-1001-1011-1 0
-1001-11-1-1-1 0
-1001-11-1-10 0
-1001-110-1-1 4
-1001-11010 4
-10010-1-11-1 5
-100101-1-11 0
-100101-11-1 0
-10011-1-1-1-1 0
-10011-1-1-10 5
-10011-1-10-1 0
-10011-1-110 0
-10011-10-1-1 0
-10011-1001 0
-10011-1010 5
-100110-1-1-1 0
-100110-11-1 0
-1001100-11 0
-10011001-1 8
-100110011 0
-101-1-1-1-1-1-1 4
-101-1-1-1-1-10 4
-101-1-1-1-10-1 4
-101-1-1-1-101 4
-101-1-1-10-1-1 3
-101-1-1-10-11 4
-101-1-1-1001 3
-101-1-1-101-1 0
-101-1-1-11-10 3
-101-1-1-110-1 4
-101-1-10-1-1-1 3
-101-1-10-1-11 4
-101-1-10-101 3
-101-1-10-11-1 3
-101-1-10-110 0
-101-1-100-11 3
-101-1-101-1-1 4
-101-1-101-10 0
-101-1-1010-1 3
-101-1-10101 4
-101-1-10110 3
-101-1-11-1-10 3
-101-1-11-10-1 3
-101-1-11-100 3
-101-1-110-1-1 3
-101-1-1100-1 8
-101-10-1-1-1-1 7
-101-10-1-1-11 5
-101-10-1-11-1 3
-101-10-1-110 0
-101-10-10-11 3
-101-10-101-1 0
-101-10-11-1-1 0
-101-100-1-11 6
-101-100-11-1 3
-101-100-111 3
-101-1001-1-1 7
-101-1001-11 3
-101-10011-1 3
-101-101-1-1-1 7
-101-101-1-10 0
-101-101-110 0
-101-1010-1-1 8
-101-10101-1 8
-101-101010 0
-101-11-1-1-10 5
-101-11-1-10-1 6
-101-11-1-100 5
-101-11-10-1-1 0
-101-11-10-10 3
-101-11-100-1 3
-101-11-1001 3
-101-110-1-1-1 6
-101-110-1-10 0
-101-110-10-1 0
-101-1100-1-1 0
-101-1100-11 0
-101-111-100 3
-101-1110-10 3
-101-11100-1 8
-1010-1-1-1-1-1 8
-1010-1-1-1-11 7
-1010-1-1-101 4
-1010-1-1-11-1 4
-1010-1-10-11 0
-1010-1-11-1-1 4
-1010-1-11-10 4
-1010-1-110-1 4
-1010-1-1101 4
-1010-10-1-11 4
-1010-10-11-1 4
-1010-10-111 4
-1010-101-1-1 4
-1010-101-11 4
-1010-1011-1 4
-1010-11-1-1-1 4
-1010-11-1-10 4
-1010-11-10-1 4
-1010-110-1-1 0
-1010-111-10 4
-1010-1110-1 4
-10100-1-1-11 5
-10100-1-11-1 5
-10100-1-111 5
-10100-11-1-1 0
-10100-11-11 5
-10100-111-1 5
-101001-1-1-1 7
-101001-11-1 8
-101001-110 0
-10100101-1 8
-1010011-1-1 7
-1010011-10 7
-101001110 0
-10101-1-1-1-1 6
-10101-1-1-10 6
-10101-1-10-1 0
-10101-1-101 0
-10101-10-1-1 0
-10101-10-11 0
-10101-1001 0
-10101-101-1 0
-101010-1-1-1 0
-101010-1-11 6
-101010-101 0
-101010-11-1 6
-1010100-11 0
-101011-1-10 6
-101011-10-1 8
-101011-100 6
-1010110-1-1 0
-1010110-10 0
-10101100-1 8
-101011010 0
-1011-1-1-1-10 4
-1011-1-1-10-1 4
-1011-1-1-100 4
-1011-1-10-1-1 4
-1011-1-10-10 7
-1011-1-100-1 8
-1011-1-1001 4
-1011-1-1010 0
-1011-10-1-1-1 0
-1011-10-1-10 0
-1011-10-10-1 4
-1011-10-101 0
-1011-10-110 0
-1011-100-1-1 4
-1011-10010 0
-1011-1010-1 4
-1011-11-100 6
-1011-110-10 4
-1011-1100-1 4
-10110-1-1-1-1 0
-10110-1-1-10 0
-10110-1-110 0
-10110-10-1-1 7
-10110-10-11 5
-10110-101-1 0
-10110-1010 0
-10110-11-10 0
-101100-1-1-1 7
-101100-1-11 7
-101100-11-1 0
-101100-110 0
-1011000-11 7
-10110001-1 0
-101100011 0
-1011001-1-1 0
-1011001-10 0
-101101-1-10 0
-1011010-1-1 7
-1011010-10 0
-101101010 0
-10111-1-100 6
-10111-10-10 7
-10111-100-1 8
-101110-1-10 6
-101110-10-1 6
-101110-100 6
-1011100-1-1 0
-1011100-10 7
-10111000-1 8
-101110001 0
-101110010 0
-11-1-1-1-1-1-10 0
-11-1-1-1-1-10-1 0
-11-1-1-1-1-100 6
-11-1-1-1-10-1-1 0
-11-1-1-1-10-10 4
-11-1-1-1-100-1 8
-11-1-1-1-1001 0
-11-1-1-1-1010 0
-11-1-1-1-1100 0
-11-1-1-10-1-1-1 2
-11-1-1-10-1-10 2
-11-1-1-10-10-1 3
-11-1-1-10-101 0
-11-1-1-10-110 2
-11-1-1-100-1-1 3
-11-1-1-100-11 0
-11-1-1-10001 0
-11-1-1-1001-1 2
-11-1-1-101-10 0
-11-1-1-1010-1 0
-11-1-1-10100 2
-11-1-1-11-100 6
-11-1-1-110-10 0
-11-1-1-1100-1 8
-11-1-10-1-1-1-1 0
-11-1-10-1-1-10 0
-11-1-10-1-10-1 0
-11-1-10-1-101 0
-11-1-10-1-110 0
-11-1-10-10-1-1 5
-11-1-10-10-11 0
-11-1-10-1001 2
-11-1-10-101-1 0
-11-1-10-11-10 0
-11-1-10-110-1 0
-11-1-10-1100 0
-11-1-100-1-1-1 3
-11-1-100-1-11 2
-11-1-100-101 0
-11-1-100-11-1 3
-11-1-100-110 2
-11-1-1001-1-1 0
-11-1-10010-1 0
-11-1-101-1-10 0
-11-1-101-10-1 0
-11-1-101-100 0
-11-1-1010-1-1 0
-11-1-10100-1 2
-11-1-11-1-100 6
-11-1-11-10-10 7
-11-1-11-100-1 0
-11-1-110-1-10 2
-11-1-110-10-1 0
-11-1-110-100 2
-11-1-1100-1-1 2
-11-1-1100-10 7
-11-1-11000-1 2
-11-1-110001 0
-11-1-110100 2
-11-10-1-1-1-1-1 0
-11-10-1-1-1-10 4
-11-10-1-1-10-1 4
-11-10-1-1-101 0
-11-10-1-1-110 2
-11-10-1-10-1-1 0
-11-10-1-10-11 0
-11-10-1-1001 0
-11-10-1-101-1 0
-11-10-1-1010 4
-11-10-1-110-1 0
-11-10-1-1100 0
-11-10-10-1-1-1 4
-11-10-10-1-11 0
-11-10-10-101 2
-11-10-10-11-1 0
-11-10-101-1-1 2
-11-10-11-1-10 0
-11-10-11-10-1 0
-11-10-110-1-1 0
-11-10-11001 0
-11-100-1-1-1-1 5
-11-100-1-1-11 5
-11-100-1-101 2
-11-100-1-11-1 0
-11-100-101-1 2
-11-100-11-1-1 0
-11-100-110-1 0
-11-1001-1-1-1 0
-11-101-1-1-10 7
-11-101-1-10-1 0
-11-101-1-100 5
-11-101-10-1-1 0
-11-101-10-10 7
-11-101-100-1 8
-11-101-1001 0
-11-101-1100 2
-11-1010-1-1-1 7
-11-1010-1-10 7
-11-1010-10-1 0
-11-1010-101 0
-11-10100-1-1 0
-11-1011-100 0
-11-10110-10 7
-11-101100-1 0
-11-11-1-1-100 0
-11-11-1-10-10 0
-11-11-1-100-1 8
-11-11-10-1-10 0
-11-11-10-10-1 0
-11-11-10-100 6
-11-11-100-1-1 0
-11-11-100-10 7
-11-11-1000-1 2
-11-11-10001 0
-11-11-10010 0
-11-11-10100 0
-11-110-1-1-10 0
-11-110-1-10-1 0
-11-110-10-1-1 0
-11-110-10-10 5
-11-110-100-1 2
-11-110-1001 2
-11-110-1010 2
-11-1100-1-1-1 0
-11-1100-1-10 2
-11-1100-10-1 0
-11-11000-1-1 2
-11-11000-11 0
-11-1100001 2
-11-1100010 0
-11-110010-1 0
-11-11010-10 0
-11-1110-100 0
-11-11100-10 2
-11-111000-1 0
-110-1-1-1-1-1-1 5
-110-1-1-1-1-10 5
-110-1-1-1-10-1 3
-110-1-1-1-101 0
-110-1-1-1-110 4
-110-1-1-10-1-1 4
-110-1-1-10-11 0
-110-1-1-1001 3
-110-1-1-101-1 4
-110-1-1-11-10 0
-110-1-1-110-1 0
-110-1-1-1100 0
-110-1-10-1-1-1 8
-110-1-10-1-11 4
-110-1-10-101 3
-110-1-10-11-1 8
-110-1-100-11 3
-110-1-1001-1 4
-110-1-101-1-1 8
-110-1-1010-1 3
-110-1-10101 0
-110-1-11-1-10 3
-110-1-11-10-1 0
-110-1-11-100 3
-110-1-110-1-1 0
-110-1-110-10 3
-110-1-1100-1 3
-110-10-1-1-1-1 6
-110-10-1-1-11 0
-110-10-1-101 0
-110-10-1-11-1 0
-110-10-1-110 3
-110-10-11-1-1 0
-110-10-11-10 3
-110-10-1101 0
-110-100-1-11 6
-110-100-11-1 6
-110-100-111 3
-110-1001-1-1 3
-110-1001-11 3
-110-100101 3
-110-10011-1 3
-110-101-1-1-1 0
-110-101-1-10 3
-110-101-10-1 3
-110-1011-10 0
-110-11-1-1-10 5
-110-11-1-10-1 0
-110-11-1-100 6
-110-11-10-1-1 7
-110-11-10-10 7
-110-11-100-1 8
-110-11-1001 0
-110-11-1100 0
-110-110-1-1-1 8
-110-110-10-1 6
-110-110-101 0
-110-1100-1-1 7
-110-1100-11 7
-110-110001 0
-110-11010-1 0
-110-111-100 6
-110-1110-10 7
-110-11100-1 8
-1100-1-1-1-1-1 4
-1100-1-1-1-11 0
-1100-1-1-101 4
-1100-1-1-11-1 4
-1100-1-1-110 4
-1100-1-10-11 5
-1100-1-11-1-1 4
-1100-10-1-11 4
-1100-10-11-1 4
-1100-101-1-1 4
-1100-11-1-1-1 0
-1100-11-1-10 4
-1100-110-11 0
-1100-111-10 0
-11000-1-1-11 5
-11000-1-11-1 5
-11000-11-1-1 5
-11000-11-11 5
-110001-1-11 0
-1100011-1-1 0
-11001-1-1-1-1 7
-11001-1-1-10 7
-11001-1-10-1 5
-11001-1-101 0
-11001-10-1-1 7
-11001-10-11 0
-11001-1001 0
-11001-110-1 0
-110010-1-1-1 7
-110010-1-11 6
-110010-101 0
-1100100-11 0
-1100101-1-1 8
-11001010-1 8
-110010101 0
-110011-1-10 7
-110011-10-1 0
-110011-100 6
-1100110-1-1 0
-1100110-10 7
-11001100-1 8
-110011001 0
-110011100 0
-1101-1-1-1-10 0
-1101-1-1-10-1 0
-1101-1-1-100 5
-1101-1-10-1-1 4
-1101-1-100-1 8
-1101-1-1001 0
-1101-1-1010 4
-1101-1-1100 0
-1101-10-1-1-1 8
-1101-10-10-1 8
-1101-10-101 0
-1101-100-1-1 8
-1101-100-11 0
-1101-10001 4
-1101-1001-1 4
-1101-1010-1 8
-1101-11-100 4
-1101-110-10 4
-1101-1100-1 8
-11010-1-1-1-1 0
-11010-1-10-1 6
-11010-1-101 0
-11010-1-110 0
-11010-110-1 0
-11010-1100 0
-110100-1-1-1 6
-110100-1-11 6
-110100-101 6
-110100-11-1 6
-1101001-1-1 0
-110100101 0
-110101-1-10 0
-110101-10-1 0
-110101-100 6
-110101100 0
-11011-1-100 5
-11011-10-10 5
-11011-100-1 8
-110110-10-1 8
-1101100-1-1 8
-11011000-1 8
-110110001 0
-111-1-1-1-100 0
-111-1-1-10-10 0
-111-1-1-100-1 0
-111-1-10-1-10 0
-111-1-10-10-1 0
-111-1-10-100 0
-111-1-100-1-1 0
-111-1-100-10 0
-111-1-1000-1 0
-111-1-10001 0
-111-1-10100 4
-111-10-1-1-10 0
-111-10-1-10-1 0
-111-10-1-100 0
-111-10-10-1-1 0
-111-10-10-10 0
-111-10-100-1 0
-111-10-1001 0
-111-100-1-1-1 0
-111-100-1-10 0
-111-100-10-1 0
-111-1001-10 0
-111-1100-10 7
-111-11000-1 0
-1110-1-1-1-10 0
-1110-1-1-10-1 0
-1110-1-1-100 0
-1110-1-10-10 0
-1110-10-1-1-1 0
-1110-10-1-10 0
-1110-10-10-1 0
-1110-101-10 4
-1110-10100 0
-11100-1-1-1-1 0
-11100-1-1-10 0
-11100-1-101 5
-11100-1-110 0
-11100-1001 0
-11101-1-100 6
-11101-10-10 0
-11101-100-1 0
-111010-1-10 6
-111010-10-1 6
-111010-100 0
-1110100-1-1 0
-1110100-10 0
-11101000-1 0
-1111-10-100 0
-1111-100-10 0
-1111-1000-1 0
-11110-10-10 0
